of_id,article_ref,article_family,diameter_mm,material,color,quantity,machine_id,machine_type,actual_start_ts,actual_end_ts,downtime_min,status,record_created_ts
OF-2024-01445,ART-U00,Usinage,184.0,Inox,Jaune,39,MCH-05,CNC_STD,2024-05-11 17:12:47,2024-05-11 19:40:49,0.0,done,2024-05-11 19:44:25
OF-2024-01446,ART-U04,Usinage,186.4,Inox,Rouge,151,MCH-04,CNC_STD,2024-04-23 12:56:28,2024-04-23 22:55:14,0.0,done,2024-04-23 22:58:22
OF-2024-01447,ART-U00,Usinage,184.0,Inox,Jaune,52,MCH-02,CNC_FAST,2024-05-24 20:42:26,2024-05-24 22:37:47,20.1,done,2024-05-24 22:38:52
OF-2024-01448,ART-S33,Soudure,195.1,Inox,Gris,70,MCH-07,MANUAL,18/04/2024 13:33,18/04/2024 23:01,0.0,done,18/04/2024 23:04
OF-2024-01449,ART-S33,Soudure,195.1,Inox,Gris,16,MCH-07,MANUAL,14/02/2024 20:55,,0.0,running,15/02/2024 00:13
OF-2024-01450,ART-U20,Usinage,23.4,Titane,Rouge,72,MCH-01,CNC_FAST,2024-04-25 07:56:04,2024-04-25 09:06:45,19.3,done,2024-04-25 09:11:36
OF-2024-01451,ART-U24,Usinage,173.0,Aluminium,Vert,246,MCH-02,CNC_FAST,2024-06-21 18:17:57,2024-06-22 00:10:22,82.0,done,2024-06-22 00:13:26
OF-2024-01452,ART-A06,Assemblage,21.3,Acier,Noir,57,MCH-08,MANUAL,2024-06-29 21:39:04,2024-06-29 22:27:17,0.0,done,2024-06-29 22:29:28
OF-2024-01453,ART-S25,Soudure,151.9,Acier,Bleu,73,MCH-08,MANUAL,2024-04-22 21:41:21,2024-04-23 03:55:36,0.0,done,2024-04-23 03:59:24
OF-2024-01454,ART-F39,Finition,157.5,Titane,Jaune,45,MCH-01,CNC_FAST,2024-07-22 19:56:50,2024-07-22 20:45:27,0.0,done,2024-07-22 20:48:30
OF-2024-01455,ART-U16,Usinage,144.1,Aluminium,Noir,225,MCH-04,CNC_STD,2024-07-29 16:59:03,2024-07-29 23:42:50,73.9,done,2024-07-29 23:47:28
OF-2024-01456,ART-F15,Finition,196.8,Titane,Jaune,11,MCH-01,CNC_FAST,2024-06-21 20:49:59,2024-06-21 21:12:10,0.0,done,2024-06-21 21:13:31
OF-2024-01457,ART-U04,Usinage,186.4,Inox,Rouge,24,MCH-01,CNC_FAST,2024-08-14 18:45:15,2024-08-14 20:01:24,11.5,done,2024-08-14 20:05:39
OF-2024-01458,ART-U08,Usinage,22.6,Inox,Noir,380,MCH-01,CNC_FAST,2024-03-11 06:27:11,2024-03-11 10:38:21,0.0,done,2024-03-11 10:43:04
OF-2024-01459,ART-F27,Finition,162.2,Titane,Rouge,376,MCH-02,CNC_FAST,2024-08-10 19:48:26,2024-08-11 01:49:11,0.0,done,2024-08-11 01:51:48
OF-2024-01460,ART-U28,Usinage,115.2,Aluminium,Bleu,80,MCH-04,CNC_STD,2024-03-07 11:42:47,2024-03-07 13:55:21,28.1,done,2024-03-07 13:56:34
OF-2024-01461,ART-F31,Finition,25.3,Inox,Gris,44,MCH-01,CNC_FAST,2024-01-22 19:59:05,2024-01-22 20:20:02,0.0,done,2024-01-22 20:23:56
OF-2024-01462,ART-S29,Soudure,90.9,Aluminium,Vert,23,MCH-12,ROBOT_CELL,2024-07-19 17:56:10,2024-07-19 18:57:19,20.7,done,2024-07-19 18:59:16
OF-2024-01463,ART-U16,Usinage,144.1,Aluminium,Noir,29,MCH-02,CNC_FAST,2024-02-04 08:57:46,2024-02-04 09:56:52,0.0,done,2024-02-04 10:00:51
OF-2024-01464,ART-F03,Finition,55.9,Titane,Jaune,7,MCH-02,CNC_FAST,2024-01-21 11:39:18,2024-01-21 11:48:27,0.0,done,2024-01-21 11:49:09
OF-2024-01465,ART-F15,Finition,196.8,Titane,Jaune,26,MCH-07,MANUAL,29/04/2024 18:46,29/04/2024 20:03,0.0,done,29/04/2024 20:05
OF-2024-01466,ART-S25,Soudure,151.9,Acier,Bleu,35,MCH-07,MANUAL,14/05/2024 06:27,14/05/2024 10:24,0.0,done,14/05/2024 10:28
OF-2024-01467,ART-F15,Finition,196.8,Titane,Jaune,306,MCH-01,CNC_FAST,2024-06-12 14:37:40,,0.0,aborted,2024-06-12 20:38:16
OF-2024-01468,ART-U16,Usinage,144.1,Aluminium,Noir,328,MCH-03,CNC_STD,2024-01-21 07:27:00,2024-01-21 16:49:31,0.0,done,2024-01-21 16:51:03
OF-2024-01469,ART-S13,Soudure,74.7,Acier,Jaune,69,MCH-08,MANUAL,2024-07-06 13:33:56,2024-07-06 17:48:17,0.0,done,2024-07-06 17:49:35
OF-2024-01470,ARTF07,Finition,147.0,Acier,Gris,391,MCH-07,MANUAL,07/04/2024 20:40,08/04/2024 06:47,0.0,done,08/04/2024 06:48
OF-2024-01471,ART-S33,Soudure,195.1,Inox,Gris,40,MCH-10,ROBOT_CELL,2024-02-13 19:33:29,2024-02-13 23:22:18,0.0,done,2024-02-13 23:25:01
OF-2024-01472,ART-U24,Usinage,173.0,Aluminium,Vert,52,MCH-02,CNC_FAST,2024-06-29 19:01:09,2024-06-29 20:31:16,0.0,done,2024-06-29 20:34:17
OF-2024-01473,ART-S25,Soudure,151.9,Acier,Bleu,331,MCH-10,ROBOT_CELL,2024-06-29 13:30:59,2024-06-30 11:07:06,0.0,done,2024-06-30 11:11:45
OF-2024-01474,ART-U28,Usinage,115.2,Aluminium,Bleu,29,MCH-01,CNC_FAST,2024-02-27 17:41:16,2024-02-27 18:20:49,0.0,done,2024-02-27 18:23:46
OF-2024-01475,ART-U16,Usinage,144.1,Aluminium,Noir,42,MCH-03,CNC_STD,2024-06-29 06:55:01,2024-06-29 08:31:11,0.0,done,2024-06-29 08:35:19
OF-2024-01476,ART-U04,Usinage,186.4,Inox,Rouge,21,MCH-03,CNC_STD,2024-04-03 18:36:42,2024-04-03 20:23:36,19.1,done,2024-04-03 20:26:20
OF-2024-01477,ART-U20-MM,Usinage,23.4,Titane,Rouge,331,MCH-05,CNC_STD,2024-04-01 11:03:28,2024-04-01 19:06:11,130.7,done,2024-04-01 19:08:49
OF-2024-01478,ART-U32,Usinage,131.7,Aluminium,Gris,6,MCH-02,CNC_FAST,2024-02-06 15:17:56,2024-02-06 15:42:40,5.1,done,2024-02-06 15:46:29
OF-2024-01479,ART-S13,Soudure,74.7,Acier,Jaune,71,MCH-11,ROBOT_CELL,2024-04-09 10:38:05,2024-04-09 14:05:31,0.0,done,2024-04-09 14:09:14
OF-2024-01480,ART-F11,Finition,147.9,Acier,Gris,48,MCH-01,CNC_FAST,2024-04-08 10:03:23,2024-04-08 10:35:45,0.0,done,2024-04-08 10:36:55
OF-2024-01481,ART-S21,Soudure,45.5,Inox,Vert,33,MCH-09,ROBOT_CELL,2024-08-29 14:55:10,2024-08-29 16:40:43,0.0,done,2024-08-29 16:42:55
OF-2024-01482,ART-S21,Soudure,45.5,Inox,Vert,255,MCH-06,MANUAL,2024-08-20 18:05:32,2024-08-21 12:32:52,0.0,done,2024-08-21 12:35:13
OF-2024-01483,ART-F15,Finition,196.8,Titane,Jaune,398,MCH-08,MANUAL,2024-05-15 11:24:07,2024-05-16 06:52:47,0.0,done,2024-05-16 06:57:33
OF-2024-01484,ART-S29,Soudure,90.9,Aluminium,Vert,29,MCH-11,ROBOT_CELL,2024-07-15 16:21:26,2024-07-15 17:55:42,0.0,done,2024-07-15 18:00:12
OF-2024-01485,ART-S33,Soudure,195.1,Inox,Gris,159,MCH-08,MANUAL,2024-06-10 13:38:45,2024-06-11 07:51:49,232.1,done,2024-06-11 07:52:39
OF-2024-01486,ART-F23,Finition,23.0,Acier,Gris,237,MCH-08,MANUAL,2024-03-11 06:38:17,2024-03-11 08:30:44,0.0,done,2024-03-11 08:35:21
OF-2024-01487,ART-S21,Soudure,45.5,Inox,Vert,30,MCH-06,MANUAL,2024-03-19 12:51:46,2024-03-19 15:12:45,0.0,done,2024-03-19 15:15:41
OF-2024-01488,ART-S29,Soudure,90.9,Aluminium,Vert,75,MCH-11,ROBOT_CELL,2024-03-29 20:50:12,2024-03-29 23:27:13,22.6,done,2024-03-29 23:29:14
OF-2024-01489,ART-S29,Soudure,90.9,Aluminium,Vert,13,MCH-06,MANUAL,2024-04-18 15:00:15,,23.3,running,2024-04-18 16:31:35
OF-2024-01490,ARTU16,Usinage,144.1,Aluminium,Noir,15,MCH-03,CNC_STD,2024-04-09 12:48:53,2024-04-09 13:32:17,0.0,done,2024-04-09 13:33:25
OF-2024-01491,ART-F39,Finition,157.5,Titane,Jaune,52,MCH-06,MANUAL,2024-08-27 19:35:44,,0.0,aborted,2024-08-27 21:43:21
OF-2024-01492,ART-A06,Assemblage,21.3,Acier,Noir,76,MCH-10,ROBOT_CELL,2024-05-03 11:01:21,2024-05-03 11:40:42,0.0,done,2024-05-03 11:43:20
OF-2024-01493,ART-S25,Soudure,151.9,Acier,Bleu,28,MCH-07,MANUAL,15/05/2024 11:28,15/05/2024 15:57,0.0,done,15/05/2024 15:59
OF-2024-01494,ART-S29,Soudure,90.9,Aluminium,Vert,54,MCH-11,ROBOT_CELL,2024-01-10 17:23:28,2024-01-10 19:57:02,42.0,done,2024-01-10 20:00:56
OF-2024-01495,ART-S01,Soudure,191.3,Titane,Bleu,62,MCH-09,ROBOT_CELL,2024-05-03 10:48:16,2024-05-03 15:47:33,0.0,done,2024-05-03 15:50:22
OF-2024-01496,ART-A06,Assemblage,21.3,Acier,Noir,40,MCH-10,ROBOT_CELL,2024-01-15 18:14:55,2024-01-15 18:39:06,4.5,done,2024-01-15 18:40:19
OF-2024-01497,ART-U32,Usinage,131.7,Aluminium,Gris,24,MCH-04,CNC_STD,2024-05-15 14:40:33,2024-05-15 15:48:57,0.0,done,2024-05-15 15:52:16
OF-2024-01498,ART-U32,Usinage,131.7,Aluminium,Gris,16,MCH-01,CNC_FAST,2024-04-26 22:02:44,2024-04-26 22:33:05,0.0,done,2024-04-26 22:36:33
OF-2024-01499,ART-U00,Usinage,184.0,Inox,Jaune,65,MCH-01,CNC_FAST,2024-05-19 07:48:48,2024-05-19 10:33:32,30.0,done,2024-05-19 10:38:19
OF-2024-01500,ART-U24,Usinage,173.0,Aluminium,Vert,279,MCH-02,CNC_FAST,2024-08-27 13:50:34,2024-08-27 20:20:37,0.0,done,2024-08-27 20:21:35
OF-2024-01501,ART-U20,Usinage,23.4,Titane,Rouge,53,MCH-05,CNC_STD,2024-06-03 14:29:03,2024-06-03 16:04:34,27.7,done,2024-06-03 16:09:02
OF-2024-01502,ART-U12,Usinage,23.0,Titane,Noir,103,MCH-02,CNC_FAST,2024-04-12 18:01:12,2024-04-12 19:43:45,0.0,done,2024-04-12 19:45:05
OF-2024-01503,ART-A22,Assemblage,105.9,Aluminium,Noir,67,MCH-06,MANUAL,2024-03-14 11:47:53,2024-03-14 13:46:27,29.8,done,2024-03-14 13:47:12
OF-2024-01504,ART-U28,Usinage,115.2,Aluminium,Bleu,55,MCH-04,CNC_STD,2024-05-18 16:18:42,2024-05-18 18:00:39,0.0,done,2024-05-18 18:03:17
OF-2024-01505,ART-F03,Finition,55.9,Titane,Jaune,30,MCH-08,MANUAL,2024-07-22 07:09:35,2024-07-22 08:05:10,0.0,done,2024-07-22 08:08:42
OF-2024-01506,ART-U32,Usinage,131.7,Aluminium,Gris,52,MCH-02,CNC_FAST,2024-05-01 17:40:47,2024-05-01 18:44:52,19.4,done,2024-05-01 18:47:20
OF-2024-01507,ART-U04,Usinage,186.4,Inox,Rouge,16,MCH-02,CNC_FAST,2024-06-21 13:09:11,2024-06-21 14:01:02,0.0,done,2024-06-21 14:03:09
OF-2024-01508,ART-A26,Assemblage,183.1,Inox,Rouge,32,MCH-05,CNC_STD,2024-07-31 09:44:56,2024-07-31 10:57:29,0.0,done,2024-07-31 11:01:57
OF-2024-01509,ART-S01,Soudure,191.3,Titane,Bleu,156,MCH-10,ROBOT_CELL,2024-04-12 15:59:03,2024-04-13 06:02:51,0.0,done,2024-04-13 06:05:45
OF-2024-01510,ART-S33,Soudure,195.1,Inox,Gris,42,MCH-08,MANUAL,2024-05-27 13:29:05,2024-05-27 20:57:13,119.6,done,2024-05-27 21:00:22
OF-2024-01511,ART-A06-MM,Assemblage,21.3,Acier,Noir,29,MCH-03,CNC_STD,2024-02-04 13:02:00,2024-02-04 13:24:38,0.0,done,2024-02-04 13:27:52
OF-2024-01512,ART-A26,Assemblage,183.1,Inox,Rouge,23,MCH-08,MANUAL,2024-08-16 07:50:26,2024-08-16 09:11:22,0.0,done,2024-08-16 09:15:12
OF-2024-01513,ART-F15,Finition,196.8,Titane,Jaune,38,MCH-07,MANUAL,04/04/2024 16:51,04/04/2024 19:30,52.4,done,04/04/2024 19:33
OF-2024-01514,ART-S17,Soudure,16.0,Acier,Bleu,10,MCH-06,MANUAL,2024-02-07 14:02:41,2024-02-07 14:57:19,0.0,done,2024-02-07 14:59:38
OF-2024-01515,ART-S33,Soudure,195.1,Inox,Gris,66,MCH-10,ROBOT_CELL,2024-05-07 14:34:29,2024-05-07 19:02:14,0.0,done,2024-05-07 19:05:34
OF-2024-01516,ART-S29,Soudure,90.9,Aluminium,Vert,7,MCH-08,MANUAL,2024-02-26 09:09:19,2024-02-26 10:19:01,0.0,done,2024-02-26 10:23:08
OF-2024-01517,ART-S29,Soudure,90.9,Aluminium,Vert,8,MCH-10,ROBOT_CELL,2024-04-17 18:25:35,2024-04-17 19:09:28,3.8,done,2024-04-17 19:12:26
OF-2024-01518,ART-A38,Assemblage,165.3,Titane,Noir,75,MCH-06,MANUAL,2024-08-02 14:42:11,,0.0,aborted,2024-08-02 19:03:13
OF-2024-01519,ART-U16,Usinage,144.1,Aluminium,Noir,36,MCH-04,CNC_STD,2024-06-29 07:34:25,2024-06-29 09:10:01,0.0,done,2024-06-29 09:13:33
OF-2024-01520,ART-A26,Assemblage,183.1,Inox,Rouge,72,MCH-04,CNC_STD,2024-07-11 11:07:08,2024-07-11 13:19:59,0.0,done,2024-07-11 13:24:13
OF-2024-01521,ART-A22,Assemblage,105.9,Aluminium,Noir,47,MCH-03,CNC_STD,2024-03-21 15:25:48,2024-03-21 16:23:38,16.1,done,2024-03-21 16:26:56
OF-2024-01522,ART-S13,Soudure,74.7,Acier,Jaune,46,MCH-10,ROBOT_CELL,2024-03-12 12:20:53,2024-03-12 14:53:09,0.0,done,2024-03-12 14:57:15
OF-2024-01523,ART-F11,Finition,147.9,Acier,Gris,12,MCH-08,MANUAL,2024-05-07 19:31:38,2024-05-07 19:56:51,2.7,done,2024-05-07 20:01:29
OF-2024-01524,ART-F39,Finition,157.5,Titane,Jaune,251,MCH-02,CNC_FAST,2024-08-01 22:10:20,2024-08-02 03:55:29,0.0,done,2024-08-02 04:00:02
OF-2024-01525,ART-S29,Soudure,90.9,Aluminium,Vert,63,MCH-09,ROBOT_CELL,2024-08-23 19:30:55,2024-08-23 22:55:23,0.0,done,2024-08-23 22:57:02
OF-2024-01526,ART-A02,Assemblage,36.9,Aluminium,Vert,274,MCH-04,CNC_STD,2024-05-14 09:36:41,2024-05-14 11:33:49,0.0,done,2024-05-14 11:37:45
OF-2024-01527,ART-F15,Finition,196.8,Titane,Jaune,44,MCH-06,MANUAL,2024-08-06 20:42:26,2024-08-06 23:02:05,19.7,done,2024-08-06 23:03:20
OF-2024-01528,ART-F15,Finition,196.8,Titane,Jaune,29,MCH-01,CNC_FAST,2024-02-13 20:35:13,2024-02-13 21:26:17,16.3,done,2024-02-13 21:29:36
OF-2024-01529,ART-S25,Soudure,151.9,Acier,Bleu,25,MCH-10,ROBOT_CELL,2024-08-24 06:24:32,2024-08-24 08:44:04,13.9,done,2024-08-24 08:47:27
OF-2024-01530,ART-F15,Finition,196.8,Titane,Jaune,7,MCH-06,MANUAL,2024-05-16 18:08:59,2024-05-16 18:49:16,0.0,done,2024-05-16 18:50:17
OF-2024-01531,ART-U12,Usinage,23.0,Titane,Noir,49,MCH-02,CNC_FAST,2024-05-06 14:14:22,2024-05-06 15:04:44,0.0,done,2024-05-06 15:08:29
OF-2024-01532,ART-A26,Assemblage,183.1,Inox,Rouge,66,MCH-03,CNC_STD,2024-03-23 13:49:56,2024-03-23 15:57:24,36.9,done,2024-03-23 16:02:09
OF-2024-01533,ART-F15,Finition,196.8,Titane,Jaune,5,MCH-07,MANUAL,28/04/2024 11:23,28/04/2024 12:03,0.0,done,28/04/2024 12:04
OF-2024-01534,ART-A26,Assemblage,183.1,Inox,Rouge,60,MCH-04,CNC_STD,2024-07-01 16:51:49,2024-07-01 19:11:35,0.0,done,2024-07-01 19:12:05
OF-2024-01535,ART-U20,Usinage,23.4,Titane,Rouge,53,MCH-02,CNC_FAST,2024-07-08 12:23:35,2024-07-08 13:37:42,0.0,done,2024-07-08 13:42:42
OF-2024-01536,  ART-U32 ,Usinage,131.7,Aluminium,Gris,30,MCH-05,CNC_STD,2024-08-24 17:18:59,2024-08-24 19:07:52,7.1,done,2024-08-24 19:08:50
OF-2024-01537,ART-S13,Soudure,74.7,Acier,Jaune,63,MCH-11,ROBOT_CELL,2024-04-28 11:16:47,2024-04-28 14:00:11,0.0,done,2024-04-28 14:03:41
OF-2024-01538,ART-S29,Soudure,90.9,Aluminium,Vert,35,MCH-06,MANUAL,2024-05-02 13:53:11,2024-05-02 16:19:43,26.9,done,2024-05-02 16:22:56
OF-2024-01539,ART-F15,Finition,196.8,Titane,Jaune,67,MCH-08,MANUAL,2024-07-31 06:11:33,2024-07-31 08:42:01,46.0,done,2024-07-31 08:45:37
OF-2024-01540,art-u32,Usinage,131.7,Aluminium,Gris,50,MCH-03,CNC_STD,2024-08-21 11:23:12,2024-08-21 13:08:32,0.0,done,2024-08-21 13:12:11
OF-2024-01541,ART-S33,Soudure,195.1,Inox,Gris,20,MCH-07,MANUAL,28/06/2024 18:19,28/06/2024 22:46,0.0,done,28/06/2024 22:48
OF-2024-01542,ART-A26,Assemblage,183.1,Inox,Rouge,231,MCH-09,ROBOT_CELL,2024-01-10 20:44:45,2024-01-11 04:19:54,0.0,done,2024-01-11 04:23:22
OF-2024-01543,ART-U28,Usinage,115.2,Aluminium,Bleu,106,MCH-04,CNC_STD,2024-02-20 14:18:54,2024-02-20 17:29:00,0.0,done,2024-02-20 17:30:20
OF-2024-01544,ART-U28,Usinage,115.2,Aluminium,Bleu,197,MCH-03,CNC_STD,2024-01-17 16:32:20,2024-01-17 22:19:58,32.0,done,2024-01-17 22:22:00
OF-2024-01545,  ART-U20 ,Usinage,23.4,Titane,Rouge,104,MCH-04,CNC_STD,2024-01-13 21:46:59,2024-01-14 00:47:32,0.0,done,2024-01-14 00:48:53
OF-2024-01546,ART-U08,Usinage,22.6,Inox,Noir,28,MCH-01,CNC_FAST,2024-03-20 09:50:27,2024-03-20 10:21:26,0.0,done,2024-03-20 10:25:49
OF-2024-01547,ART-S21,Soudure,45.5,Inox,Vert,12,MCH-08,MANUAL,2024-01-12 19:08:47,,26.6,aborted,2024-01-12 20:48:49
OF-2024-01548,ART-S29,Soudure,90.9,Aluminium,Vert,319,MCH-11,ROBOT_CELL,2024-06-20 13:21:43,2024-06-21 03:40:03,0.0,done,2024-06-21 03:43:59
OF-2024-01549,ART-U28,Usinage,115.2,Aluminium,Bleu,329,MCH-05,CNC_STD,2024-06-26 17:30:28,2024-06-26 23:31:16,0.0,done,2024-06-26 23:35:46
OF-2024-01550,ART-F19,Finition,100.8,Aluminium,Gris,195,MCH-01,CNC_FAST,2024-06-09 16:20:48,2024-06-09 17:42:17,0.0,done,2024-06-09 17:43:27
OF-2024-01551,ART-U16,Usinage,144.1,Aluminium,Noir,192,MCH-01,CNC_FAST,2024-01-16 06:40:38,2024-01-16 11:19:41,0.0,done,2024-01-16 11:20:47
OF-2024-01552,ART-A10,Assemblage,48.9,Aluminium,Jaune,12,MCH-09,ROBOT_CELL,2024-03-12 21:41:52,2024-03-12 22:00:01,4.8,done,2024-03-12 22:03:01
OF-2024-01553,ART-A06,Assemblage,21.3,Acier,Noir,72,MCH-11,ROBOT_CELL,2024-04-20 11:25:38,2024-04-20 12:10:11,0.0,done,2024-04-20 12:10:48
OF-2024-01554,ART-S05-MM,Soudure,38.9,Acier,Vert,47,MCH-07,MANUAL,09/03/2024 06:22,09/03/2024 08:30,0.0,done,09/03/2024 08:35
OF-2024-01555,art-u16,Usinage,144.1,Aluminium,Noir,16,MCH-02,CNC_FAST,2024-02-25 17:52:28,2024-02-25 18:24:52,4.3,done,2024-02-25 18:27:48
OF-2024-01556,ART-F15,Finition,196.8,Titane,Jaune,400,MCH-07,MANUAL,07/05/2024 06:52,07/05/2024 19:41,132.6,done,07/05/2024 19:43
OF-2024-01557,ART-U16,Usinage,144.1,Aluminium,Noir,51,MCH-01,CNC_FAST,2024-03-21 11:35:59,2024-03-21 12:55:14,0.0,done,2024-03-21 12:57:04
OF-2024-01558,ART-U16,Usinage,144.1,Aluminium,Noir,9,MCH-04,CNC_STD,2024-01-28 13:48:45,2024-01-28 14:30:00,0.0,done,2024-01-28 14:32:29
OF-2024-01559,ART-F11,Finition,147.9,Acier,Gris,69,MCH-01,CNC_FAST,2024-07-20 13:43:52,2024-07-20 14:29:30,0.0,done,2024-07-20 14:33:59
OF-2024-01560,ART-F27,Finition,162.2,Titane,Rouge,136,MCH-07,MANUAL,29/04/2024 12:36,29/04/2024 17:39,0.0,done,29/04/2024 17:41
OF-2024-01561,ART-A26,Assemblage,183.1,Inox,Rouge,68,MCH-03,CNC_STD,2024-05-03 20:59:48,2024-05-03 23:25:36,49.3,done,2024-05-03 23:26:29
OF-2024-01562,ART-A06,Assemblage,21.3,Acier,Noir,10,MCH-12,ROBOT_CELL,2024-05-30 15:54:04,2024-05-30 16:05:49,0.0,done,2024-05-30 16:07:58
OF-2024-01563,ART-S33,Soudure,195.1,Inox,Gris,108,MCH-08,MANUAL,2024-04-03 08:13:23,2024-04-03 23:51:04,0.0,done,2024-04-03 23:55:34
OF-2024-01564,ART-A06,Assemblage,21.3,Acier,Noir,340,MCH-05,CNC_STD,2024-02-21 11:01:39,2024-02-21 14:11:17,0.0,done,2024-02-21 14:13:29
OF-2024-01565,ART-U32,Usinage,131.7,Aluminium,Gris,19,MCH-03,CNC_STD,2024-03-05 15:49:11,2024-03-05 16:47:05,0.0,done,2024-03-05 16:47:58
OF-2024-01566,ART-S17,Soudure,16.0,Acier,Bleu,22,MCH-06,MANUAL,2024-01-11 06:32:00,2024-01-11 07:48:37,0.0,done,2024-01-11 07:52:20
OF-2024-01567,ART-S33,Soudure,195.1,Inox,Gris,132,MCH-09,ROBOT_CELL,2024-07-15 19:25:49,2024-07-16 05:51:56,34.4,done,2024-07-16 05:53:35
OF-2024-01568,ART-S09,Soudure,11.4,Acier,Jaune,13,MCH-06,MANUAL,2024-07-13 11:21:39,2024-07-13 12:07:26,0.0,done,2024-07-13 12:10:27
OF-2024-01569,ART-U08,Usinage,22.6,Inox,Noir,366,MCH-01,CNC_FAST,2024-06-15 14:47:12,2024-06-15 19:31:54,0.0,done,2024-06-15 19:32:46
OF-2024-01570,ART-A02,Assemblage,36.9,Aluminium,Vert,132,MCH-08,MANUAL,2024-03-13 19:25:01,2024-03-13 20:50:40,0.0,done,2024-03-13 20:54:51
OF-2024-01571,ART-U28,Usinage,115.2,Aluminium,Bleu,49,MCH-03,CNC_STD,2024-07-13 08:48:01,2024-07-13 10:02:19,11.8,done,2024-07-13 10:04:51
OF-2024-01572,ART-A10,Assemblage,48.9,Aluminium,Jaune,10,MCH-11,ROBOT_CELL,2024-01-26 12:03:58,2024-01-26 12:20:17,0.0,done,2024-01-26 12:23:06
OF-2024-01573,ARTU08,Usinage,22.6,Inox,Noir,323,MCH-02,CNC_FAST,2024-04-16 13:26:52,2024-04-16 17:18:39,0.0,done,2024-04-16 17:22:51
OF-2024-01574,ART-S17,Soudure,16.0,Acier,Bleu,334,MCH-12,ROBOT_CELL,2024-05-28 13:38:46,2024-05-28 19:15:27,50.8,done,2024-05-28 19:17:00
OF-2024-01575,ART-U24,Usinage,173.0,Aluminium,Vert,46,MCH-04,CNC_STD,2024-07-27 17:44:01,2024-07-27 19:42:30,28.2,done,2024-07-27 19:46:22
OF-2024-01576,ART-U28,Usinage,115.2,Aluminium,Bleu,48,MCH-04,CNC_STD,2024-05-19 11:06:30,2024-05-19 12:30:14,0.0,done,2024-05-19 12:32:05
OF-2024-01577,ART-U28,Usinage,115.2,Aluminium,Bleu,15,MCH-04,CNC_STD,2024-06-30 20:33:51,2024-06-30 21:23:19,14.6,done,2024-06-30 21:25:59
OF-2024-01578,art-u32,Usinage,131.7,Aluminium,Gris,396,MCH-03,CNC_STD,2024-05-21 12:07:45,2024-05-22 00:53:51,0.0,done,2024-05-22 00:56:50
OF-2024-01579,ART-S25,Soudure,151.9,Acier,Bleu,44,MCH-11,ROBOT_CELL,2024-03-18 14:00:51,2024-03-18 16:54:33,0.0,done,2024-03-18 16:56:09
OF-2024-01580,ART-A22,Assemblage,105.9,Aluminium,Noir,300,MCH-10,ROBOT_CELL,2024-02-11 08:34:17,2024-02-11 12:00:18,0.0,done,2024-02-11 12:04:00
OF-2024-01581,ART-U16,Usinage,144.1,Aluminium,Noir,310,MCH-02,CNC_FAST,2024-06-19 17:05:57,2024-06-20 00:20:50,0.0,done,2024-06-20 00:23:38
OF-2024-01582,ART-F15,Finition,196.8,Titane,Jaune,49,MCH-07,MANUAL,23/04/2024 10:10,23/04/2024 12:42,0.0,done,23/04/2024 12:45
OF-2024-01583,ART-U16,Usinage,144.1,Aluminium,Noir,25,MCH-05,CNC_STD,2024-04-20 15:33:18,2024-04-20 16:40:47,0.0,done,2024-04-20 16:41:57
OF-2024-01584,ART-U28,Usinage,115.2,Aluminium,Bleu,199,MCH-03,CNC_STD,2024-04-28 08:16:23,2024-04-28 12:42:29,0.0,done,2024-04-28 12:45:06
OF-2024-01585,ART-F15,Finition,196.8,Titane,Jaune,116,MCH-02,CNC_FAST,2024-08-06 08:53:30,2024-08-06 11:39:02,32.4,done,2024-08-06 11:42:08
OF-2024-01586,ART-U28,Usinage,115.2,Aluminium,Bleu,30,MCH-01,CNC_FAST,2024-05-24 17:02:17,2024-05-24 17:40:11,13.0,done,2024-05-24 17:42:17
OF-2024-01587,ART-S29,Soudure,90.9,Aluminium,Vert,56,MCH-10,ROBOT_CELL,2024-05-29 11:02:30,2024-05-29 13:37:30,47.2,done,2024-05-29 13:38:54
OF-2024-01588,ART-U00,Usinage,184.0,Inox,Jaune,103,MCH-03,CNC_STD,2024-08-27 13:01:21,2024-08-27 18:45:57,0.0,done,2024-08-27 18:49:00
OF-2024-01589,ART-S33,Soudure,195.1,Inox,Gris,46,MCH-07,MANUAL,02/08/2024 07:12,02/08/2024 13:48,0.0,done,02/08/2024 13:50
OF-2024-01590,ART-S25,Soudure,151.9,Acier,Bleu,66,MCH-10,ROBOT_CELL,2024-08-05 07:58:41,2024-08-05 13:22:21,0.0,done,2024-08-05 13:24:57
OF-2024-01591,ART-A22,Assemblage,105.9,Aluminium,Noir,17,MCH-08,MANUAL,2024-08-31 20:38:22,2024-08-31 21:28:17,0.0,done,2024-08-31 21:31:09
OF-2024-01592,ART-S29,Soudure,90.9,Aluminium,Vert,59,MCH-06,MANUAL,2024-07-30 19:24:21,2024-07-30 23:37:45,0.0,done,2024-07-30 23:38:51
OF-2024-01593,ART-S13,Soudure,74.7,Acier,Jaune,276,MCH-10,ROBOT_CELL,2024-08-24 20:30:33,2024-08-25 09:24:49,0.0,done,2024-08-25 09:27:47
